Comparison,Statistic,Method,Expected block sessions,Samples,Seed,Sessions,Return correlation with incumbent,Tracking error (annualized),Point estimate,Bootstrap standard error,Confidence lower,Confidence upper,Confidence method,Minimum detectable effect (95% one-sided),Selection adjusted,Permitted use
shock_floor_0.25_risk_matched_vs_baseline,Sharpe differential,paired stationary block bootstrap; shared index draw,63,2000,20260805,6523,0.9981580147220267,0.0046823388676352235,0.0225179999306111,0.011592710523893133,0.0034373846479903826,0.04159861521323181,minimum of percentile and basic bootstrap bounds,0.019070008811804203,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
shock_floor_0.25_risk_matched_vs_baseline,CAGR differential,paired stationary block bootstrap; shared index draw,63,2000,20260805,6523,0.9981580147220267,0.0046823388676352235,0.0016947039706199096,0.0010033726596401958,6.3666113160040905e-06,0.003383041329923815,minimum of percentile and basic bootstrap bounds,0.0016505480251081221,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
shock_floor_0.25_risk_matched_vs_baseline,Annualized mean differential,paired stationary block bootstrap; shared index draw,126,2000,20260805,6523,0.9981580147220267,0.0046823388676352235,0.0014913757315840994,0.0008462881888894317,9.817555253445985e-05,0.002884575910633739,minimum of percentile and basic bootstrap bounds,0.0013921440707231152,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
shock_floor_0.25_risk_matched_vs_baseline,Sharpe differential,paired stationary block bootstrap; shared index draw,126,2000,20260805,6523,0.9981580147220267,0.0046823388676352235,0.0225179999306111,0.010850565828129316,0.004304863246941806,0.04073113661428039,minimum of percentile and basic bootstrap bounds,0.017849180787272725,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
shock_floor_0.25_risk_matched_vs_baseline,CAGR differential,paired stationary block bootstrap; shared index draw,126,2000,20260805,6523,0.9981580147220267,0.0046823388676352235,0.0016947039706199096,0.0009526262021836616,0.00013412355975475718,0.003255284381485062,minimum of percentile and basic bootstrap bounds,0.0015670701025921232,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
max_gross_notional_multiple_3.00_risk_matched_vs_baseline,Annualized mean differential,paired stationary block bootstrap; shared index draw,21,2000,20260805,6523,0.9546505898625498,0.0232009227383156,-0.008055860228475745,0.0053146578332385315,-0.017067561133568682,0.0009558406766171923,minimum of percentile and basic bootstrap bounds,0.008742612135677385,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
max_gross_notional_multiple_3.00_risk_matched_vs_baseline,Sharpe differential,paired stationary block bootstrap; shared index draw,21,2000,20260805,6523,0.9546505898625498,0.0232009227383156,-0.09865804561356062,0.06660067196451491,-0.20602970876729473,0.008713617540173501,minimum of percentile and basic bootstrap bounds,0.10955810538162704,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
max_gross_notional_multiple_3.00_risk_matched_vs_baseline,CAGR differential,paired stationary block bootstrap; shared index draw,21,2000,20260805,6523,0.9546505898625498,0.0232009227383156,-0.00901519906511565,0.005936017597843447,-0.019126797794686855,0.0010963996644555545,minimum of percentile and basic bootstrap bounds,0.00976474894845247,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
max_gross_notional_multiple_3.00_risk_matched_vs_baseline,Annualized mean differential,paired stationary block bootstrap; shared index draw,63,2000,20260805,6523,0.9546505898625498,0.0232009227383156,-0.008055860228475745,0.005342767728455981,-0.01716080436570496,0.0010490839087534702,minimum of percentile and basic bootstrap bounds,0.008788852913310089,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
max_gross_notional_multiple_3.00_risk_matched_vs_baseline,Sharpe differential,paired stationary block bootstrap; shared index draw,63,2000,20260805,6523,0.9546505898625498,0.0232009227383156,-0.09865804561356062,0.0652208445716065,-0.211489262422011,0.014173171194889766,minimum of percentile and basic bootstrap bounds,0.10728828932029269,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
max_gross_notional_multiple_3.00_risk_matched_vs_baseline,CAGR differential,paired stationary block bootstrap; shared index draw,63,2000,20260805,6523,0.9546505898625498,0.0232009227383156,-0.00901519906511565,0.005940821517695484,-0.019185349148705386,0.0011549510184740864,minimum of percentile and basic bootstrap bounds,0.009772651396609072,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
max_gross_notional_multiple_3.00_risk_matched_vs_baseline,Annualized mean differential,paired stationary block bootstrap; shared index draw,126,2000,20260805,6523,0.9546505898625498,0.0232009227383156,-0.008055860228475745,0.00541713461768527,-0.017218950437022047,0.0011072299800705572,minimum of percentile and basic bootstrap bounds,0.008911186446092269,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
max_gross_notional_multiple_3.00_risk_matched_vs_baseline,Sharpe differential,paired stationary block bootstrap; shared index draw,126,2000,20260805,6523,0.9546505898625498,0.0232009227383156,-0.09865804561356062,0.06658301608765967,-0.21195755165047706,0.014641460423355821,minimum of percentile and basic bootstrap bounds,0.10952906146420015,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
max_gross_notional_multiple_3.00_risk_matched_vs_baseline,CAGR differential,paired stationary block bootstrap; shared index draw,126,2000,20260805,6523,0.9546505898625498,0.0232009227383156,-0.00901519906511565,0.006029474442296498,-0.019165658249258526,0.0011352601190272246,minimum of percentile and basic bootstrap bounds,0.009918485457577739,False,sampling uncertainty of a paired differential on reused history; not selection adjusted and does not license promotion
