Window,Source start,Source end,Closed episodes,Peak concurrent selected episodes,Maximum episodes sharing an exit date,Method,Replacement,Accounting,Horizon episodes,Samples,Seed,Return scale,Capital floor fraction,Metric,Statistic,Value,Monte Carlo standard error,Confidence lower,Confidence upper,Confidence method,Selection adjusted,Dependence preserved,Permitted use,Limitations
1990-2004 development history,1990-03-01,2004-12-01,806,55,12,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,806,5000,20260803,1.0,0.5,Minimum capital fraction,P99,1.0337870847793251,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
1990-2004 development history,1990-03-01,2004-12-01,806,55,12,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,806,5000,20260803,1.0,0.5,Longest losing streak (episodes),P01,6.0,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
1990-2004 development history,1990-03-01,2004-12-01,806,55,12,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,806,5000,20260803,1.0,0.5,Longest losing streak (episodes),P05,7.0,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
1990-2004 development history,1990-03-01,2004-12-01,806,55,12,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,806,5000,20260803,1.0,0.5,Longest losing streak (episodes),P25,8.0,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
1990-2004 development history,1990-03-01,2004-12-01,806,55,12,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,806,5000,20260803,1.0,0.5,Longest losing streak (episodes),Median,9.0,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
1990-2004 development history,1990-03-01,2004-12-01,806,55,12,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,806,5000,20260803,1.0,0.5,Longest losing streak (episodes),P75,10.0,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
1990-2004 development history,1990-03-01,2004-12-01,806,55,12,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,806,5000,20260803,1.0,0.5,Longest losing streak (episodes),P95,13.0,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
1990-2004 development history,1990-03-01,2004-12-01,806,55,12,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,806,5000,20260803,1.0,0.5,Longest losing streak (episodes),P99,15.0,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
1990-2004 development history,1990-03-01,2004-12-01,806,55,12,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,806,5000,20260803,1.0,0.5,Longest underwater run (episodes),P01,25.0,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
1990-2004 development history,1990-03-01,2004-12-01,806,55,12,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,806,5000,20260803,1.0,0.5,Longest underwater run (episodes),P05,29.0,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
1990-2004 development history,1990-03-01,2004-12-01,806,55,12,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,806,5000,20260803,1.0,0.5,Longest underwater run (episodes),P25,40.0,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
1990-2004 development history,1990-03-01,2004-12-01,806,55,12,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,806,5000,20260803,1.0,0.5,Longest underwater run (episodes),Median,50.0,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
1990-2004 development history,1990-03-01,2004-12-01,806,55,12,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,806,5000,20260803,1.0,0.5,Longest underwater run (episodes),P75,64.0,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
1990-2004 development history,1990-03-01,2004-12-01,806,55,12,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,806,5000,20260803,1.0,0.5,Longest underwater run (episodes),P95,96.0,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
1990-2004 development history,1990-03-01,2004-12-01,806,55,12,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,806,5000,20260803,1.0,0.5,Longest underwater run (episodes),P99,129.01000000000022,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
1990-2004 development history,1990-03-01,2004-12-01,806,55,12,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,806,5000,20260803,1.0,0.5,Capital-floor breach probability (risk-of-ruin proxy),Probability,0.0,0.0,0.0,0.0007677019450571244,95% Wilson score interval,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
1990-2004 development history,1990-03-01,2004-12-01,806,55,12,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,806,5000,20260803,1.0,0.5,Maximum-drawdown breach probability (10% threshold),Probability,0.0022,0.0006625948988635515,0.001228915407138813,0.003935408649360061,95% Wilson score interval,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
1990-2004 development history,1990-03-01,2004-12-01,806,55,12,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,806,5000,20260803,1.0,0.5,Maximum-drawdown breach probability (15% threshold),Probability,0.0,0.0,0.0,0.0007677019450571244,95% Wilson score interval,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
1990-2004 development history,1990-03-01,2004-12-01,806,55,12,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,806,5000,20260803,1.0,0.5,Maximum-drawdown breach probability (20% threshold),Probability,0.0,0.0,0.0,0.0007677019450571244,95% Wilson score interval,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
1990-2004 development history,1990-03-01,2004-12-01,806,55,12,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,806,5000,20260803,1.0,0.5,Maximum-drawdown breach probability (30% threshold),Probability,0.0,0.0,0.0,0.0007677019450571244,95% Wilson score interval,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
1990-2004 development history,1990-03-01,2004-12-01,806,55,12,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,806,5000,20260803,1.0,0.5,Maximum-drawdown breach probability (40% threshold),Probability,0.0,0.0,0.0,0.0007677019450571244,95% Wilson score interval,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
1990-2004 development history,1990-03-01,2004-12-01,806,55,12,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,806,5000,20260803,1.0,0.5,Mean maximum drawdown in worst 5% of paths,Expected shortfall,-0.07343383280194754,0.0007763847130651578,,,tail mean; no interval estimated,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,random permutation without replacement,False,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Terminal contribution return,P01,0.9086149776709933,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. A permutation conditions on the exact realized set of outcomes; its terminal contribution is fixed and it measures ordering only."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,random permutation without replacement,False,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Terminal contribution return,P05,0.9086149776709938,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. A permutation conditions on the exact realized set of outcomes; its terminal contribution is fixed and it measures ordering only."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,random permutation without replacement,False,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Terminal contribution return,P25,0.9086149776709944,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. A permutation conditions on the exact realized set of outcomes; its terminal contribution is fixed and it measures ordering only."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,random permutation without replacement,False,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Terminal contribution return,Median,0.9086149776709946,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. A permutation conditions on the exact realized set of outcomes; its terminal contribution is fixed and it measures ordering only."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,random permutation without replacement,False,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Terminal contribution return,P75,0.9086149776709951,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. A permutation conditions on the exact realized set of outcomes; its terminal contribution is fixed and it measures ordering only."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,random permutation without replacement,False,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Terminal contribution return,P95,0.9086149776709955,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. A permutation conditions on the exact realized set of outcomes; its terminal contribution is fixed and it measures ordering only."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,random permutation without replacement,False,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Terminal contribution return,P99,0.908614977670996,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. A permutation conditions on the exact realized set of outcomes; its terminal contribution is fixed and it measures ordering only."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,random permutation without replacement,False,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Maximum drawdown,P01,-0.06407254896190867,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. A permutation conditions on the exact realized set of outcomes; its terminal contribution is fixed and it measures ordering only."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,random permutation without replacement,False,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Maximum drawdown,P05,-0.05181959410934607,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. A permutation conditions on the exact realized set of outcomes; its terminal contribution is fixed and it measures ordering only."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,random permutation without replacement,False,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Maximum drawdown,P25,-0.039212467485292946,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. A permutation conditions on the exact realized set of outcomes; its terminal contribution is fixed and it measures ordering only."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,random permutation without replacement,False,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Maximum drawdown,Median,-0.03270485731201028,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. A permutation conditions on the exact realized set of outcomes; its terminal contribution is fixed and it measures ordering only."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,random permutation without replacement,False,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Maximum drawdown,P75,-0.02781469403150849,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. A permutation conditions on the exact realized set of outcomes; its terminal contribution is fixed and it measures ordering only."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,random permutation without replacement,False,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Maximum drawdown,P95,-0.0225882478611821,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. A permutation conditions on the exact realized set of outcomes; its terminal contribution is fixed and it measures ordering only."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,random permutation without replacement,False,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Maximum drawdown,P99,-0.020059052956133454,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. A permutation conditions on the exact realized set of outcomes; its terminal contribution is fixed and it measures ordering only."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,random permutation without replacement,False,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Minimum capital fraction,P01,0.9554112777384294,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. A permutation conditions on the exact realized set of outcomes; its terminal contribution is fixed and it measures ordering only."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,random permutation without replacement,False,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Minimum capital fraction,P05,0.971489355313502,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. A permutation conditions on the exact realized set of outcomes; its terminal contribution is fixed and it measures ordering only."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,random permutation without replacement,False,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Minimum capital fraction,P25,0.9883940649259059,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. A permutation conditions on the exact realized set of outcomes; its terminal contribution is fixed and it measures ordering only."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,random permutation without replacement,False,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Minimum capital fraction,Median,0.9951168727502403,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. A permutation conditions on the exact realized set of outcomes; its terminal contribution is fixed and it measures ordering only."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,random permutation without replacement,False,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Minimum capital fraction,P75,0.9993660250669708,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. A permutation conditions on the exact realized set of outcomes; its terminal contribution is fixed and it measures ordering only."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,random permutation without replacement,False,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Minimum capital fraction,P95,1.0067705009844374,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. A permutation conditions on the exact realized set of outcomes; its terminal contribution is fixed and it measures ordering only."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,random permutation without replacement,False,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Minimum capital fraction,P99,1.0172541712337089,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. A permutation conditions on the exact realized set of outcomes; its terminal contribution is fixed and it measures ordering only."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,random permutation without replacement,False,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Longest losing streak (episodes),P01,6.0,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. A permutation conditions on the exact realized set of outcomes; its terminal contribution is fixed and it measures ordering only."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,random permutation without replacement,False,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Longest losing streak (episodes),P05,7.0,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. A permutation conditions on the exact realized set of outcomes; its terminal contribution is fixed and it measures ordering only."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,random permutation without replacement,False,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Longest losing streak (episodes),P25,8.0,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. A permutation conditions on the exact realized set of outcomes; its terminal contribution is fixed and it measures ordering only."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,random permutation without replacement,False,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Longest losing streak (episodes),Median,9.0,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. A permutation conditions on the exact realized set of outcomes; its terminal contribution is fixed and it measures ordering only."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,random permutation without replacement,False,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Longest losing streak (episodes),P75,10.0,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. A permutation conditions on the exact realized set of outcomes; its terminal contribution is fixed and it measures ordering only."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,random permutation without replacement,False,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Longest losing streak (episodes),P95,13.0,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. A permutation conditions on the exact realized set of outcomes; its terminal contribution is fixed and it measures ordering only."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,random permutation without replacement,False,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Longest losing streak (episodes),P99,15.0,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. A permutation conditions on the exact realized set of outcomes; its terminal contribution is fixed and it measures ordering only."
